Cost Center,Item1,Item2,Frequency,Total Revenue
Hospital A,BROOKSIDE POMEGRANATE,PRINGLES SOUR CREAM,1,11.550000190734863
Hospital B,DANISH REGULAR,HOME FRIES,1,11.549999952316284
Hospital B,BAKED SWEET POTATO,PATTY MELT,1,11.549999952316284
Hospital B,BISCUIT W/GRAVY,OMELET CHEESE,2,11.549999952316284
Hospital A,GRANOLA BAR BOX,GUMMY BEARS,1,11.549999952316284
Hospital B,BLUEBERRY AND GRANOLA PARFAIT,BOTTLE COKE DIET 20OZ,1,11.549999952316284
Hospital B,BAR KIND CRANBERRY ALMOND,KASHI TLC,2,11.549999952316284
Hospital B,BOTTLE COKE CHERRY 20OZ,HOT DOG,3,11.549999713897705
Hospital B,BOTTLE SPRITE 20OZ,LARGE M&M COOKIE,2,11.539999961853027
Hospital A,CAN RED BULL ENERGY DRINK SUGAR FREE 8.4OZ,GARLIC KNOTS,2,11.539999961853027
Hospital A,MONSTER ENERGY ZERO ULTRA,PUMPKIN SPICE COOKIES,2,11.539999961853027
Hospital A,CHOC BAG 2.99,GARLIC KNOTS,2,11.539999961853027
Hospital B,HOME FRIES,TABASCO SAUCE,2,11.539999961853027
Hospital B,BOTTLE COKE DIET 20OZ,COFFEE 16OZ,2,11.539999961853027
Hospital B,BISCUIT W/GRAVY,MILK SILK SOYMILK CHOCOLATE 8.25OZ,2,11.539999961853027
Hospital B,BISCUIT W/GRAVY,MILK SILK SOYMILK VANILLA 8.25OZ,2,11.539999961853027
Hospital B,BOTTLE GOLD PEAK DIET ICED TEA 18.5OZ,WATER SMARTWATER 20OZ,2,11.539999961853027
Hospital A,CHOCOLATE CUPCAKE,RICE KRISPIES,1,11.539999961853027
Hospital B,BEANFIELDS PICO DE GALLO,COFFEE 12OZ,2,11.539999842643738
Hospital B,CHIPS MISS VICKIES SEA SALT VIN 1 3/8OZ,ONION RINGS,3,11.52999997138977
Hospital A,GHIRARDELLI DARK CHOCOLATE SEA SALT,MICHEL ET AUGUSTINCARAMEL,2,11.52999997138977
Hospital B,AHA-CITRUS& G. TEA,MUNCH,3,11.52999997138977
Hospital B,BOTTLEAHA SPARKLING BERRY/POM,CHIP BAKED LAYS PLN,3,11.52999997138977
Hospital B,OAK FARMS WHOLE 8OZ,WATER SMARTWATER 20OZ,2,11.520000219345093
Hospital B,CHIP LAYS SR CRM ONION,YOPLAIT YOGURT LITE,4,11.519999980926514
Hospital B,CHEETOS FLAMIN HOT,DASANI WATER 20OZ,4,11.519999980926514
Hospital B,COFFEE 12OZ,TRUMOO CHOCOLATE MILK,4,11.519999980926514
Hospital B,BACON 3 SLICES,STRAWBERRY ALMOND YOGURT PARFAIT,2,11.519999980926514
Hospital B,BISCUIT,BOTTLE SPRITE 20OZ,2,11.519999980926514
Hospital B,HASH BROWNS,MINUTE MAID CRANBERRY APPLE RASPBERRY,2,11.519999742507935
Hospital B,COKE ZERO BOTTLE 20 OZ,HARD BOILED EGG,2,11.519999742507935
Hospital A,BAR LARABAR APPLE PIE 1.6OZ,CANDY LINDT LINDOR BALLS,2,11.5
Hospital B,BOTTLE COKE CHERRY 20OZ,SMARTWATER 1L,1,11.499999761581421
Hospital A,ASIAN MIX IT UP,YOGURT PRETZELS,1,11.479999780654907
Hospital A,BROWNIE BRITTLE TOFFEE CRUNCH,CARVED DELI SHL,1,11.479999780654907
Hospital A,CARVED DELI SHL,PEPPEMINT CLIFF BAR,1,11.479999780654907
Hospital A,IMP- BROWNIE BRITTLE CHOCOLATE CHIP,POWER BOWL,1,11.479999780654907
Hospital A,CARVED DELI SHL,TGF RECHARGE CRANBERRY BLEND,1,11.479999780654907
Hospital B,SALAD CHICKEN CAESAR,SNACK BOX 2,1,11.479999780654907
Hospital A,BROOKSIDE BERRY MEDLEY,SUPERFOOD SALAD,1,11.479999780654907
Hospital A,ASIAN MIX IT UP,PEPPEMINT CLIFF BAR,1,11.479999780654907
Hospital A,CHICKEN SALAD ON WHOLE WHEAT,SALAD CHEF,1,11.479999780654907
Hospital A,GRIL LVEGGIE QUESADILLA,SUPERFOOD SALAD,1,11.479999780654907
Hospital A,DEEP RIVER CHIPS MESQUITE BBQ 2OZ,PASTA BOWL,1,11.479999780654907
Hospital B,SALAD CHEF W/ RANCH,SNACK BOX 2,1,11.479999780654907
Hospital B,DUNKIN DONUTS MOCHA,TACO TUESDAY,1,11.479999780654907
Hospital B,BREAKFAST SPECIAL 2,SALAD CHICKEN CAESAR,1,11.479999780654907
Hospital B,DUNKIN FRENCH VANILLA,PASTA STATION,1,11.479999780654907
Hospital A,SNACK GRAPES & CHEDDAR,SUPERFOOD SALAD,1,11.479999780654907
Hospital A,DUNKIN ORIGINAL,GREEK BOWL,1,11.479999780654907
Hospital A,GRIL LVEGGIE QUESADILLA,SALAD CHEF,1,11.479999780654907
Hospital A,RED BULL 12OZ TANGERINE,SUPERFOOD SALAD,1,11.479999780654907
Hospital B,ENTREE 9.99,YOPLAIT YOGURT LITE,1,11.479999780654907
Hospital A,RED BULL SF 12OZ,SALAD CHEF,1,11.479999780654907
Hospital A,GREEK BOWL,GREEK YOGURT PRETZELS,1,11.479999780654907
Hospital A,BVC-RED BULL BLUEBERRY,SUPERFOOD SALAD,1,11.479999780654907
Hospital B,SNACK BOX PROTEIN SNACK BOX,WRAP SOUTHWEST CHICKEN,1,11.479999542236328
Hospital B,SANDWICH KICKIN CHICKEN,SANDWICH PESTO CHICKEN SALAD ON CROISSANT,1,11.479999542236328
Hospital A,B&J CHERRY GARCIA,SALAD CAESAR,1,11.479999542236328
Hospital A,DARK CHOCOLATE ALMONDS 5.5 OZ,SALAD CAESAR,1,11.479999542236328
Hospital A,SALAD CAESAR,SUB HAM & SWISS ON HONEY ROLL,1,11.479999542236328
Hospital B,SANDWICH PESTO CHICKEN SALAD ON CROISSANT,TUKEY PROVOLONE,1,11.479999542236328
Hospital B,COMBO HALF & HALF,WRAP SOUTHWEST CHICKEN,1,11.479999542236328
Hospital B,COMBO HALF & HALF,SANDWICH HAM & CHEDDAR,1,11.479999542236328
Hospital B,SANDWICH HAM & CHEDDAR,SANDWICH KICKIN CHICKEN,1,11.479999542236328
Hospital B,CHICKEN CAESAR WRAP,WRAP SOUTHWEST CHICKEN,1,11.479999542236328
Hospital B,POTATO VEG,TUKEY PROVOLONE,1,11.479999542236328
Hospital B,SNACK BOX CHICKEN SALAD SNACKER,SNACK BOX1,1,11.479999542236328
Hospital A,SALAD CAESAR,WHITE CHOCOLATE POPCORN,1,11.479999542236328
Hospital B,SANDWICH HAM & CHEDDAR,TUKEY PROVOLONE,1,11.479999542236328
Hospital B,J&O -SANDWICH TURKEY & PROVOLONE ON 12 GRAIN,SANDWICH HAM & CHEDDAR,1,11.479999542236328
Hospital B,PARFAIT YOGURT BLUEBERRIES & GRANOLA,SANDWICH EL CUBANO,1,11.479999542236328
Hospital B,J&O -SANDWICH TURKEY & PROVOLONE ON 12 GRAIN,SANDWICH PESTO CHICKEN SALAD ON CROISSANT,1,11.479999542236328
Hospital A,CHICKEN TENDER BASKET,CHILI DOG,2,11.470000267028809
Hospital A,FRUIT CUPS,YOGURT PRETZELS,1,11.47000002861023
Hospital A,BROWNIE BRITTLE TOFFEE CRUNCH,FRUIT CUPS,1,11.47000002861023
Hospital A,CLIFF-PEANUT BUTTER & HONEY,FRUIT CUPS,1,11.47000002861023
Hospital B,BOTTLEAHA SPARKLING BERRY/POM,SALAD THE DELICIOUS SPINACH,1,11.46999979019165
Hospital A,BROWNIES,SALAD CHEF,1,11.46999979019165
Hospital A,IMP-TGF CASHEWS 4OZ,SMALL GARDEN SALAD,1,11.46999979019165
Hospital B,QUESADILLA CHEESE,SANDWICH CHICKEN SALAD ON 12 GRAIN,1,11.46999979019165
Hospital B,LARGE M&M COOKIE,SALAD FARMSTAND,2,11.46999979019165
Hospital B,J&O -SANDWICH TURKEY & PROVOLONE ON 12 GRAIN,QUESADILLA CHEESE,1,11.46999979019165
Hospital B,FSTG TORTILLA CHIPS JALAPENO,SALAD THE COBB,1,11.46999979019165
Hospital A,SANDWICH CLASSIC ITALIAN,YOGURT CUPS,1,11.46999979019165
Hospital B,BAR KIND CRANBERRY ALMOND,SNACK BOX CHICKEN SALAD SNACKER,1,11.46999979019165
Hospital A,CAN RED BULL ENERGY DRINK SF 8.4OZ,SALAD CAESAR,2,11.46999979019165
Hospital B,AHA-CITRUS& G. TEA,SALAD THE DELICIOUS SPINACH,2,11.46999979019165
Hospital A,IMP-TGF CASHEWS 4OZ,YOGURT CUPS,1,11.46999979019165
Hospital A,CINNAMON PECANS,DOLCETTO CHOCOLATE ROLLS,1,11.469999551773071
Hospital A,GHIRARDELLI DARK CHOCOLATE SEA SALT,KOOL RANCH KALE CHIPS,1,11.460000276565552
Hospital B,KASHI TRAIL MIX,SMART WATER,1,11.450000166893005
Hospital B,PIZZA 1 SLICE MULTIPLE TOPPINGS,SOUP 8 OZ,5,11.450000047683716
Hospital A,CHOCOLATE PRETZELS,RICE KRISPIES,1,11.450000047683716
Hospital B,SNACK BOX 3,SOUP 8 OZ,3,11.450000047683716
Hospital B,LARGE M&M COOKIE,SNACK BOX 3,2,11.450000047683716
Hospital B,NUT HARVEST WHOLE CASHEWS,SIDE 1.99,2,11.450000047683716
Hospital A,ONDEMAND CHICKEN TENDERS,ONDEMAND EXTRA SAUCE?,1,11.449999839067459
Hospital A,AWAKE BAR CARAMEL,IMP-PEACH RINGS SQAURES,2,11.449999570846558
Hospital B,BOTTLE SPRITE 20OZ,CANDY M & M PEANUT,3,11.429999828338623
Hospital B,ENT-BAKED POTATO,OAK FARMS WHOLE 8OZ,3,11.420000076293945
Hospital B,BACON 1 SLICE,ONION RINGS,4,11.410000026226044
Hospital B,ENT -PREMIUM SIDE 1.39,OAK FARMS WHOLE 8OZ,4,11.400000095367432
Hospital B,DOG TREATS,GRILL TOPPINGS,4,11.399999856948853
Hospital B,COOKIE NABISCO FIG NEWTON 2 CNT,KIT KAT BAR,5,11.399999856948853
Hospital B,2 FOR $2,EGG SCRAMBLE,2,11.380000114440918
Hospital A,POWER BOWL,RIP VAN WAFEL CHOC,1,11.379999876022339
Hospital B,SALAD SOUTHWEST CHICKEN,SANDWICH CHICKEN BREAST,1,11.379999876022339
Hospital B,CHEETOS FLAMIN HOT,ENTREE 9.99,1,11.37999975681305
Hospital B,ENTREE 9.99,ROLD GOLD PRETZELS TINY TWISTS,1,11.37999975681305
Hospital B,CHIPS MISS VICKIES JAL 1 3/8OZ,ENTREE 9.99,1,11.37999975681305
Hospital B,CHIP LAYS PLAIN,ENTREE 9.99,1,11.37999975681305
Hospital B,CHIP DORITO COOL RANCH 1.74OZ,ENTREE 9.99,1,11.37999975681305
Hospital A,DOZEN EGGS,FRUIT CUPS,1,11.370000123977661
Hospital B,BREAKFAST SPECIAL 2,EGG SCRAMBLE,2,11.370000123977661
Hospital B,MEDITERRANEAN,YOGURT YOPLAIT BLUEBERRY REG,2,11.369999885559082
Hospital A,BROOKSIDE POMEGRANATE,KETTLE CHIPS,1,11.369999885559082
Hospital B,MEDITERRANEAN,YOGURT YOPLAIT LT PEACH,1,11.369999885559082
Hospital A,ENTREE PASTA,SOUP 12OZ,1,11.369999885559082
Hospital B,BOTTLE COKE CHERRY 20OZ,ENTREE 4.79,2,11.369999885559082
Hospital B,MIX IT UP SALAD,YOGURT YOPLAIT LT PEACH,1,11.369999885559082
Hospital B,BELVITA GOLDEN OAT,MEDITERRANEAN,1,11.369999885559082
Hospital B,EGG SCRAMBLE,MILK SILK SOYMILK VANILLA 8.25OZ,2,11.360000133514404
Hospital B,RICE KRISPIE BITES,SANDWICH CHICKEN BREAST,2,11.360000133514404
Hospital B,BOTTLE FANTA PINEAPPLE 20OZ,SANDWICH CHICKEN BREAST,2,11.360000133514404
Hospital B,BELVITA GOLDEN OAT,QUESADILLA MEAT,1,11.360000133514404
Hospital B,BURGER CHEESE,YOGURT YOPLAIT LT PEACH,1,11.360000133514404
Hospital B,ENTREE 4.29,FSTG TORTILLA CHIPS SWEET POTATO,2,11.359999895095825
Hospital B,CHIPS SUN HRVST CHEDDAR,ENTREE 4.29,2,11.359999895095825
Hospital B,ENTREE 4.29,IMP -SUN CHIPS GARDEN SALSA,2,11.359999895095825
Hospital B,CHIPS LAYS BBQ,ENTREE 4.29,2,11.359999895095825
Hospital B,BURGER,MINUTE MAID CRANBERRY GRAPE,2,11.359999895095825
Hospital B,SALAD CHEF W/ RANCH,SIDE 1.29,1,11.359999656677246
Hospital B,GOLD PEAK TEA,PARFAIT YOGURT STRAWBERRY & VANILLA,1,11.359999656677246
Hospital A,RICE KRISPIES,RIP VAN WAFEL COOKIES & CREAM,1,11.350000143051147
Hospital A,GH-MAGNUM DBL CARAMEL,RICE KRISPIES,1,11.350000143051147
Hospital B,PIZZA CHEESE SLICE,POPCORN SMARTFOOD WHITE CHEDDAR,2,11.349999904632568
Hospital A,CANDY LINDT LINDOR BALLS,ENTREE 4.49,2,11.349999606609344
Hospital A,BOOM CHICKA POP,HOME FREE LEMON BURST,3,11.34000027179718
Hospital B,TRAIL MIX PLANTERS SPICY CAJUN 2OZ,WATER SMARTWATER 20OZ,2,11.34000015258789
Hospital B,OAK FARMS-2%,STRAWBERRY ALMOND YOGURT PARFAIT,2,11.34000015258789
Hospital B,CHIP LAYS BBQ,SMART WATER,1,11.34000015258789
Hospital B,ENT-BAKED POTATO,RICE KRISPIE BITES,3,11.339999914169312
Hospital B,NABISCO OREO,NUT HARVEST MIXED NUTS,3,11.339999914169312
Hospital B,BOTTLE FANTA ORANGE 20OZ,MINUTE MAID APPLE 12 OZ.,3,11.339999914169312
Hospital B,NABISCO OREO,NUT HARVEST WHOLE CASHEWS,3,11.339999914169312
Hospital B,BOTTLE COKE CHERRY 20OZ,BOTTLE COKE DIET 20OZ,2,11.339999914169312
Hospital B,BOTTLE SPRITE 20OZ,COKE ZERO BOTTLE 20 OZ,2,11.339999914169312
Hospital B,BOTTLE DR. PEPPER DIET 20OZ,COFFEE 12OZ,2,11.339999914169312
Hospital B,BACON 3 SLICES,YOPLAIT YOGURT LITE,3,11.339999914169312
Hospital B,COOKIES NUTTER BUTTER 1.9Z S S NAB,GOURMET CAKE,3,11.339999914169312
Hospital B,BOTTLE DR. PEPPER DIET 20OZ,COKE ZERO BOTTLE 20 OZ,3,11.339999914169312
Hospital B,GRILL TOPPINGS,NUT HARVEST WHOLE CASHEWS,3,11.339999914169312
Hospital B,MINUTE MAID APPLE 12 OZ.,MINUTE MAID CRANBERRY APPLE RASPBERRY,3,11.339999914169312
Hospital B,COFFEE 12OZ,MINUTE MAID CRANBERRY GRAPE,2,11.339999914169312
Hospital B,BOTTLE COKE DIET 20OZ,BOTTLE DR. PEPPER DIET 20OZ,2,11.339999914169312
Hospital B,COFFEE 12OZ,MINUTE MAID CRANBERRY APPLE RASPBERRY,2,11.339999914169312
Hospital B,BOTTLE SPRITE 20OZ,MINUTE MAID APPLE 12 OZ.,2,11.339999914169312
Hospital B,COFFEE 12OZ,HOT CHOCOLATE 12OZ,3,11.339999914169312
Hospital B,COFFEE 16OZ,YOPLAIT YOGURT LITE,2,11.339999675750732
Hospital A,CHILI DOG,FRUIT WHOLE,3,11.320000052452087
Hospital B,HASH BROWNS,POPCORN SMARTFOOD WHITE CHEDDAR,2,11.319999694824219
Hospital A,COOKIES,RICE KRISPIES TREAT ORIGINAL,4,11.31000018119812
Hospital A,B&J- TONIGHT,NOODLES,1,11.279999732971191
Hospital A,MICHEL ET AUGUSTINHAZELNUT,POWER BOWL,1,11.279999732971191
Hospital B,CUCINA ITALIANO,DESSERT STRAWBERRY SHORTCAKE,1,11.279999732971191
Hospital A,GREEK BOWL,MICHEL ET AUGUSTINHAZELNUT,1,11.279999732971191
Hospital A,BAR THATS IT APPLE/BLUEBERRY,GREEK BOWL,1,11.279999732971191
Hospital B,DESSERT OREO DELIGHT,PASTA STATION,1,11.279999732971191
Hospital B,DESSERT VANILLA GODDESS,NOODLE SHOP,1,11.279999732971191
Hospital B,CANDY REESE PEANUT BUTTER CUPS,ENTREE 9.99,1,11.279999732971191
Hospital A,B&J- TONIGHT,GREEK BOWL,1,11.279999732971191
Hospital A,ASIAN MIX IT UP,MICHEL ET AUGUSTINHAZELNUT,1,11.279999732971191
Hospital A,B&J-NETFLIX & CHILLED,SANDWICH BFK BURRITO CHORIZO,1,11.279999732971191
Hospital B,DESSERT STRAWBERRY SHORTCAKE,SABOR CAFE,1,11.279999732971191
Hospital A,CHICHARRONES SMOKEHOUSE BBQ,SUPERFOOD SALAD,1,11.279999732971191
Hospital B,CUCINA ITALIANO,DESSERT OREO DELIGHT,1,11.279999732971191
Hospital B,DESSERT OREO DELIGHT,TAILGATE.,1,11.279999732971191
Hospital A,CHICHARRONES CLASSIC CHILI & SALT,SALAD CHEF,1,11.279999732971191
Hospital A,BAR THATS IT APPLE/CHERRY,POWER BOWL,1,11.279999732971191
Hospital A,CHILI DOG,NOODLES,1,11.279999732971191
Hospital B,DESSERT OREO DELIGHT,NOODLE SHOP,1,11.279999732971191
Hospital B,IMPOSSIBLE BURGER,TOPO CHICO TWIST OF GRAPEFRUIT 20OZ,1,11.279999732971191
Hospital A,CHICHARRONES JALAPENO CHEDDAR,SUPERFOOD SALAD,1,11.279999732971191
Hospital A,CARVED DELI SHL,GERMAN BRATWURST,1,11.279999732971191
Hospital A,MICHEL ET AUGUSTINCARAMEL,POWER BOWL,1,11.279999732971191
Hospital A,ENTREE 4.59,WATER VITAMINWATER REVIVE FRUIT PUNCH 20OZ,1,11.270000219345093
Hospital B,BURGER CHEESE,PIZZA CHEESE SLICE,1,11.269999980926514
Hospital A,RIP VAN WAFEL CARAMEL VANILLA,SOFTER THAN BRITTLE PECAN,1,11.269999980926514
Hospital A,B&J- TONIGHT,FRUIT CUPS,1,11.269999980926514
Hospital B,BISCUIT W/GRAVY,SALAD CHEF W/ RANCH,1,11.269999742507935
Hospital B,BOTTLE COKE DIET 20OZ,SALAD THE DELICIOUS SPINACH,1,11.269999742507935
Hospital B,COFFEE 12OZ,SALAD CAPRESE,1,11.269999742507935
Hospital B,BOTTLE DR. PEPPER 20OZ,SALAD CHICKEN CAESAR,1,11.269999742507935
Hospital B,BOTTLE SPRITE 20OZ,SALAD THE COBB,1,11.269999742507935
Hospital B,BOTTLE SPRITE 20OZ,SALAD CHEF W/ RANCH,1,11.269999742507935
Hospital B,SANDWICH EGG SALAD,SNICKERS BAR,1,11.269999504089355
Hospital B,DANISH REGULAR,TOPO CHICO TWIST OF LIME 20OZ,1,11.259999990463257
Hospital B,BVC -TOPOCHICO MINERAL WATER-20OZ,DANISH REGULAR,1,11.259999990463257
Hospital B,COOKIES NUTTER BUTTER 1.9Z S S NAB,WATER SMARTWATER ANTI OX 33.8OZ,2,11.250000238418579
Hospital B,ADD BURGER PATTY,BOTTLE SPRITE ZERO 20OZ.,2,11.25
Hospital A,MICHEL ET AUGUSTINCARAMEL,RICE KRISPIES,1,11.25
Hospital A,CHILI DOG,RICE KRISPIES,1,11.25
Hospital B,WATER SMARTWATER ALKALINE 33.8OZ,WATER VITAMINWATER FOCUS KIWI STRAW 20OZ,1,11.249999761581421
Hospital B,PLAYTEX 8 COUNT,SAUSAGE PATTY,1,11.229999780654907
Hospital B,CHEETOS CRUNCHY,EGGS,3,11.210000157356262
Hospital B,BLT,SABOR CAFE,1,11.179999828338623
Hospital A,ADD A BEVERAGE $1,HOME FREE LEMON BURST,4,11.170000314712524
Hospital B,BURGER CHEESE,TABASCO SAUCE,1,11.170000076293945
Hospital B,BOTTLE GOLD PEAK GREEN ICED TEA 18.5OZ,ENTREE 4.29,2,11.169999837875366
Hospital B,GOURMET CUPCAKES7.99,WATER SMARTWATER 20OZ,1,11.169999837875366
Hospital A,CARNIVAL NACHOS COMBO,DONUT HOLES,1,11.169999837875366
Hospital B,FRITO CORN CHIPS,J&O CHICKEN BLT,1,11.169999599456787
Hospital B,GRL-TURKEY BURG,WATER VITAMINWATER XXX 20OZ,1,11.169999599456787
Hospital B,FRIES SWEET POTATO,TACO TUESDAY,1,11.169999599456787
Hospital B,SALMON ENTRÉE,WATER VITAMINWATER FOCUS KIWI STRAW 20OZ,1,11.169999599456787
Hospital B,GRILLED CHEESE,SNACK BOX1,1,11.169999599456787
Hospital B,COFFEE 16OZ,GRL-TURKEY BURG,1,11.169999599456787
Hospital A,DARK CHOCOLATE ALMONDS 5.5 OZ,PUMPKIN TURNOVER,1,11.169999599456787
Hospital B,FSTG TORTILLA CHIPS JALAPENO,SANDWICH CHICKEN BREAST,2,11.160000205039978
Hospital A,OATMEAL MEDIUM,RED BULL SF 12OZ,2,11.160000085830688
Hospital B,MINUTE MAID ORANGE NO PULP,STRAWBERRY ALMOND YOGURT PARFAIT,2,11.160000085830688
Hospital A,DONUT HOLES,RED BULL SF 12OZ,1,11.160000085830688
Hospital B,BACON 3 SLICES,DESSERT STRAWBERRY SHORTCAKE,2,11.15999984741211
Hospital B,ADD CONDIMENT,BREAKFAST TACO,3,11.15999984741211
Hospital B,ENT-BAKED POTATO,PATTY MELT,2,11.15999984741211
Hospital B,BOTTLEAHA SPARKLING BERRY/POM,CHICKEN TENDERS 3,2,11.15999984741211
Hospital A,CHOC BAG 2.99,MONSTER ENERGY ZERO ULTRA,2,11.15999984741211
Hospital A,AWAKE BAR CARAMEL,TGF RECHARGE CRANBERRY BLEND,2,11.15999984741211
Hospital B,AGUA FRESCA,CHICKEN TENDERS 3,2,11.15999984741211
Hospital B,LARGE M&M COOKIE,PIZZA 1 SLICE MEAT,2,11.15999984741211
Hospital A,ADD A BEVERAGE $1,GIANT VANILLA,4,11.15999984741211
Hospital A,IMP-PEACH RINGS SQAURES,TGF GUMMY BEARS,2,11.15999984741211
Hospital A,BVC-RED BULL BLUEBERRY 8.4,IMP_ AWAKE CHOCO BAR,2,11.15999984741211
Hospital A,BAR KIND PLUS DARK CHOC CHERRY CASHEW,BAR LARABAR APPLE PIE 1.6OZ,2,11.15999984741211
Hospital A,MONSTER ENERGY ZERO ULTRA,TURMERIC CAKE,2,11.15999984741211
Hospital B,BROWNIE,PIZZA CHEESE SLICE,2,11.15999984741211
Hospital B,COOKIES NUTTER BUTTER 1.9Z S S NAB,ENTREE 4.29,2,11.15999984741211
Hospital B,BAKED LAYS,SANDWICH TURKEY & SWISS ON CROISSANT,1,11.15999972820282
Hospital B,KASHI TRAIL MIX,SNACK BOX PROTEIN SNACK BOX,1,11.15999972820282
Hospital A,GH-MAGNUM ALMOND,GIANT VANILLA,2,11.150000095367432
Hospital A,FRUIT WHOLE,GREEK BOWL,2,11.149999856948853
Hospital B,BOTTLE GOLD PEAK LEMON ICED TEA 18.5OZ,LARGE M&M COOKIE,3,11.149999856948853
Hospital A,ASIAN MIX IT UP,CANDY LINDT LINDOR BALLS,1,11.149999856948853
Hospital A,RED BULL SF 12OZ,WHOLE AVOCADO,1,11.149999856948853
Hospital B,BREAKFAST TACO,CHIP LAYS BBQ,2,11.139999866485596
Hospital B,BISCUIT W/GRAVY,POPCORN SMARTFOOD WHITE CHEDDAR,2,11.139999866485596
Hospital B,BELVITA BLUE BERRY BREAKFAST BAR,BISCUIT W/GRAVY,2,11.139999866485596
Hospital B,DOG TREATS,TOPO CHICO TWIST OF LIME 20OZ,2,11.139999866485596
Hospital B,ENT -PREMIUM SIDE 1.39,WATER VITAMINWATER POWER C DRAGONFRUIT 20OZ,2,11.139999628067017
Hospital B,CHIP LAYS PLAIN,WATER VITAMINWATER XXX 20OZ,2,11.139999628067017
Hospital B,CHIPS MISS VICKIES SEA SALT VIN 1 3/8OZ,WATER VITAMINWATER XXX 20OZ,2,11.139999628067017
Hospital A,ADD A 12OZ COFF,COOKIES,2,11.130000233650208
Hospital B,AGUA FRESCA,GRILL TOPPINGS,3,11.129999876022339
Hospital A,BROWNIES,FRUIT WHOLE,2,11.120000123977661
Hospital B,CHIPS MISS VICKIES JAL 1 3/8OZ,ENT -PREMIUM SIDE 1.39,4,11.119999885559082
Hospital B,SAUSAGE PATTY,YOGURT YOPLAIT BLUEBERRY REG,2,11.119999885559082
Hospital B,CHIP DORITO COOL RANCH 1.74OZ,CHIP LAYS PLAIN,4,11.119999885559082
Hospital B,CHIPS MISS VICKIES SEA SALT VIN 1 3/8OZ,MISS VICKIES ORIG,4,11.119999885559082
Hospital B,GRILL TOPPINGS,YOPLAIT YOGURT LITE,4,11.119999885559082
Hospital B,CHEETOS FLAMIN HOT,CHIPS MISS VICKIES JAL 1 3/8OZ,4,11.119999885559082
Hospital B,CHIP DORITO COOL RANCH 1.74OZ,ENT -PREMIUM SIDE 1.39,5,11.119999885559082
Hospital A,BOOM CHICKA POP,GHIRARDELLI DARK CHOCOLATE SEA SALT,3,11.100000023841858
Hospital B,GRILL TOPPINGS,OAK FARMS-2%,4,11.099999904632568
Hospital B,BACON 1 SLICE,SCONE LARGE,3,11.09999966621399
Hospital A,CHOC BAG 2.99,REINDEER FOOD,1,11.080000162124634
Hospital B,CORE POWER HP MILK SHAKE CHOC 14 OZ,SANDWICH TURKEY & SWISS ON CROISSANT,1,11.079999923706055
Hospital B,ENTREE 9.99,OAK FARMS FAT FREE HALFPINT,1,11.079999804496765
Hospital A,PASTA BOWL,WATER VITAMINWATER REVIVE FRUIT PUNCH 20OZ,1,11.079999685287476
Hospital A,AWAKE BAR CARAMEL,POWER BOWL COMBO,1,11.079999685287476
Hospital B,CHICKEN TENDERS 3,SALAD THE DELICIOUS SPINACH,1,11.079999685287476
Hospital B,PIZZA 1 SLICE MEAT,SALAD CHEF W/ RANCH,1,11.079999685287476
Hospital A,AWAKE BAR CARAMEL,GREEK BOWL COMBO,1,11.079999685287476
Hospital B,CHICKEN TENDERS 3,SALAD FARMSTAND,1,11.079999685287476
Hospital B,CHICKEN BREAST GRILLED,SALAD THE DELICIOUS SPINACH,1,11.079999685287476
Hospital A,MICHEL ET AUGUSTIN DARK CHOCOLATE,MIX IT UP COMBO,1,11.079999685287476
Hospital A,MICHEL ET AUGUSTIN DARK CHOCOLATE,PASTA BOWL,1,11.079999685287476
Hospital A,GREEK BOWL COMBO,MICHEL ET AUGUSTIN DARK CHOCOLATE,1,11.079999685287476
Hospital A,BAR CLIFF BUILDERS CHOCOLATE CHIP,CHICKEN TENDER BASKET,1,11.070000171661377
Hospital B,BURGER,DUNKIN FRENCH VANILLA,1,11.069999933242798
Hospital B,BURGER,DUNKIN DONUTS MOCHA,1,11.069999933242798
Hospital A,CHOCOLATE CUPCAKE,SALAD CHEF,1,11.069999694824219
Hospital A,AWAKE BAR,CHICKBEAN CRISPS - SEA SALT,2,11.06000018119812
Hospital B,BEANFEILDS JALAPENO,THINK THIN DK CHOCO PEPPERMINT,2,11.059999942779541
Hospital B,DANISH REGULAR,WATER VITAMINWATER ZERO MULTI V 20OZ,1,11.059999942779541
Hospital B,CHICKEN BREAST GRILLED,WATER VITAMINWATER ZERO MULTI V 20OZ,2,11.059999704360962
Hospital B,BOTTLE FANTA STRAWBERRY 20OZ,GOURMET CAKE,3,11.049999952316284
Hospital B,DANNON OIKOS PLAIN,GOURMET CAKE,3,11.049999952316284
Hospital B,HOT CHOCOLATE 12OZ,TOPO CHICO TWIST OF GRAPEFRUIT 20OZ,2,11.049999713897705
Hospital B,BAR QUAKER CHEWY GRANOLA CHOC CHIP 0.84 OZ,CHICKEN TENDERS 3,2,11.049999713897705
Hospital B,BVC -TOPOCHICO MINERAL WATER-20OZ,IMP -SUN CHIPS GARDEN SALSA,3,11.039999842643738
Hospital B,CHIPS SUN HRVST CHEDDAR,TOPO CHICO TWIST OF GRAPEFRUIT 20OZ,3,11.039999842643738
Hospital A,AWAKE BAR CARAMEL,COOKIES,3,11.039999842643738
